college_id,college_name,division,gender_program,website,soccer_program_url
3439,Marymount California,NAIA,womens,,
3016,McPherson,NAIA,mens,,
3440,McPherson,NAIA,womens,,
3017,Menlo,NAIA,mens,,
3441,Menlo,NAIA,womens,,
3018,Michigan-Dearborn,NAIA,mens,,
3442,Michigan-Dearborn,NAIA,womens,,
3019,Mid-America Christian,NAIA,mens,,
3443,Mid-America Christian,NAIA,womens,,
3020,MidAmerica Nazarene,NAIA,mens,,
3444,MidAmerica Nazarene,NAIA,womens,,
3021,Middle Georgia State,NAIA,mens,,
3445,Middle Georgia State,NAIA,womens,,
3022,Midland,NAIA,mens,,
3446,Midland,NAIA,womens,,
3023,Midway,NAIA,mens,,
3447,Midway,NAIA,womens,,
3024,Milligan,NAIA,mens,,
3448,Milligan,NAIA,womens,,
3025,Missouri Baptist,NAIA,mens,,
3449,Missouri Baptist,NAIA,womens,,
3026,Missouri Valley,NAIA,mens,,
3450,Missouri Valley,NAIA,womens,,
3027,Mobile,NAIA,mens,,
3451,Mobile,NAIA,womens,,
3028,Montreat,NAIA,mens,,
3452,Montreat,NAIA,womens,,
3029,Morningside,NAIA,mens,,
3453,Morningside,NAIA,womens,,
3030,Mount Marty,NAIA,mens,,
3454,Mount Marty,NAIA,womens,,
3031,Mount Mercy,NAIA,mens,,
3455,Mount Mercy,NAIA,womens,,
3032,Mount Vernon Nazarene,NAIA,mens,,
3456,Mount Vernon Nazarene,NAIA,womens,,
3033,Multnomah,NAIA,mens,,
3457,Multnomah,NAIA,womens,,
3034,Northwest,NAIA,mens,,
3458,Northwest,NAIA,womens,,
3035,Northwestern,NAIA,mens,,
3459,Northwestern,NAIA,womens,,
3036,OUAZ,NAIA,mens,,
3460,OUAZ,NAIA,womens,,
3037,Oakland City,NAIA,mens,,
3038,Ohio Christian,NAIA,mens,,
3461,Ohio Christian,NAIA,womens,,
3039,Ohio Valley,NAIA,mens,,
3040,Oklahoma City,NAIA,mens,,
3462,Oklahoma City,NAIA,womens,,
3041,Oklahoma Panhandle State,NAIA,mens,,
3463,Oklahoma Panhandle State,NAIA,womens,,
3042,Oklahoma Wesleyan,NAIA,mens,,
3464,Oklahoma Wesleyan,NAIA,womens,,
3043,Olivet Nazarene,NAIA,mens,,
3465,Olivet Nazarene,NAIA,womens,,
3044,Oregon Tech,NAIA,mens,,
3466,Oregon Tech,NAIA,womens,,
3045,Ottawa,NAIA,mens,,
3467,Ottawa,NAIA,womens,,
3046,Our Lady of the Lake,NAIA,mens,,
3468,Our Lady of the Lake,NAIA,womens,,
3047,Pacific Union,NAIA,mens,,
3048,Park,NAIA,mens,,
3469,Park,NAIA,womens,,
3049,Park- Gilbert,NAIA,mens,,
3050,Paul Quinn,NAIA,mens,,
3470,Paul Quinn,NAIA,womens,,
3471,Penn State Schuylkill,NAIA,womens,,
3051,Pikeville,NAIA,mens,,
3472,Pikeville,NAIA,womens,,
3052,Point,NAIA,mens,,
3473,Point,NAIA,womens,,
3053,Point Park,NAIA,mens,,
3474,Point Park,NAIA,womens,,
3054,Presentation,NAIA,mens,,
3475,Presentation,NAIA,womens,,
3055,Providence,NAIA,mens,,
3476,Providence,NAIA,womens,,
3056,Providence Christian,NAIA,mens,,
3477,Providence Christian,NAIA,womens,,
3057,Reinhardt,NAIA,mens,,
3478,Reinhardt,NAIA,womens,,
3058,Rio Grande,NAIA,mens,,
3479,Rio Grande,NAIA,womens,,
3059,Robert Morris,NAIA,mens,,
3480,Robert Morris,NAIA,womens,,
3060,Rochester,NAIA,mens,,
3481,Rochester,NAIA,womens,,
3061,Rocky Mountain,NAIA,mens,,
3482,Rocky Mountain,NAIA,womens,,
3062,Roosevelt,NAIA,mens,,
3483,Roosevelt,NAIA,womens,,
3063,SAGU,NAIA,mens,,
3484,SAGU,NAIA,womens,,
3064,SCAD Savannah,NAIA,mens,,
3485,SCAD Savannah,NAIA,womens,,
3065,Saginaw Valley,NAIA,mens,,
3066,Saint Francis,NAIA,mens,,
3486,Saint Francis,NAIA,womens,,
3067,Saint Katherine,NAIA,mens,,
3487,Saint Katherine,NAIA,womens,,
3068,Saint Mary,NAIA,mens,,
3488,Saint Mary,NAIA,womens,,
3069,Saint Xavier,NAIA,mens,,
3489,Saint Xavier,NAIA,womens,,
3070,San Diego Christian,NAIA,mens,,
3490,San Diego Christian,NAIA,womens,,
3071,Science and Arts,NAIA,mens,,
3491,Science and Arts,NAIA,womens,,
3072,Shawnee State,NAIA,mens,,
3492,Shawnee State,NAIA,womens,,
3073,Siena Heights,NAIA,mens,,
3493,Siena Heights,NAIA,womens,,
3074,Sierra Nevada,NAIA,mens,,
3494,Sierra Nevada,NAIA,womens,,
3075,Simpson,NAIA,mens,,
3495,Simpson,NAIA,womens,,
3076,Soka,NAIA,mens,,
3496,Soka,NAIA,womens,,
3077,Southeastern,NAIA,mens,,
3497,Southeastern,NAIA,womens,,
3078,Southern Oregon,NAIA,mens,,
3498,Southern Oregon,NAIA,womens,,
3079,Southwest,NAIA,mens,,
3499,Southwest,NAIA,womens,,
3080,Southwestern,NAIA,mens,,
3500,Southwestern,NAIA,womens,,
3081,Southwestern Christian,NAIA,mens,,
3501,Southwestern Christian,NAIA,womens,,
3082,Spring Arbor,NAIA,mens,,
3502,Spring Arbor,NAIA,womens,,
3083,St. Ambrose,NAIA,mens,,
3503,St. Ambrose,NAIA,womens,,
3084,St. Andrews,NAIA,mens,,
3504,St. Andrews,NAIA,womens,,
3085,St. Mary-Woods,NAIA,mens,,
3086,St. Thomas,NAIA,mens,,
3505,St. Thomas,NAIA,womens,,
3506,Stephens,NAIA,womens,,
3087,Sterling,NAIA,mens,,
3507,Sterling,NAIA,womens,,
3088,Tabor,NAIA,mens,,
3508,Tabor,NAIA,womens,,
3089,Talladega,NAIA,mens,,
3509,Talladega,NAIA,womens,,
3090,Taylor,NAIA,mens,,
3510,Taylor,NAIA,womens,,
3091,Tennessee Southern,NAIA,mens,,
3511,Tennessee Southern,NAIA,womens,,
3092,Tennessee Wesleyan,NAIA,mens,,
3512,Tennessee Wesleyan,NAIA,womens,,
3093,Texas A&M Texarkana,NAIA,mens,,
3513,Texas A&M Texarkana,NAIA,womens,,
3094,Texas A&M University- San Antonio,NAIA,mens,,
3095,Texas College,NAIA,mens,,
3514,Texas College,NAIA,womens,,
3096,Texas Wesleyan,NAIA,mens,,
3515,Texas Wesleyan,NAIA,womens,,
3097,The Master's,NAIA,mens,,
3516,The Master's,NAIA,womens,,
3098,Thiel College,NAIA,mens,,
3099,Thomas,NAIA,mens,,
3517,Thomas,NAIA,womens,,
3100,Thomas More,NAIA,mens,,
3518,Thomas More,NAIA,womens,,
3101,Trinity Christian,NAIA,mens,,
3519,Trinity Christian,NAIA,womens,,
3102,Trinity International,NAIA,mens,,
3520,Trinity International,NAIA,womens,,
3103,Truett McConnell,NAIA,mens,,
3521,Truett McConnell,NAIA,womens,,
3104,UC Merced,NAIA,mens,,
3522,UC Merced,NAIA,womens,,
3523,USC Beaufort,NAIA,womens,,
3105,Union,NAIA,mens,,
3524,Union,NAIA,womens,,
3106,University of Health Sciences and Pharmacy,NAIA,mens,,
3525,University of Health Sciences and Pharmacy,NAIA,womens,,
3107,University of Northwestern Ohio,NAIA,mens,,
3526,University of Northwestern Ohio,NAIA,womens,,
3108,Vanguard,NAIA,mens,,
3527,Vanguard,NAIA,womens,,
3109,Virgin Islands,NAIA,mens,,
3528,Virgin Islands,NAIA,womens,,
3110,Viterbo,NAIA,mens,,
3529,Viterbo,NAIA,womens,,
3111,WVU Tech,NAIA,mens,,
3530,WVU Tech,NAIA,womens,,
3112,Waldorf,NAIA,mens,,
3531,Waldorf,NAIA,womens,,
3113,Walla Walla,NAIA,mens,,
3114,Warner,NAIA,mens,,
3532,Warner,NAIA,womens,,
3115,Warner Pacific,NAIA,mens,,
3533,Warner Pacific,NAIA,womens,,
3116,Washington Adventist,NAIA,mens,,
3534,Washington Adventist,NAIA,womens,,
3117,Wayland Baptist,NAIA,mens,,
3535,Wayland Baptist,NAIA,womens,,
3118,Webber International,NAIA,mens,,
3536,Webber International,NAIA,womens,,
3119,Westcliff,NAIA,mens,,
3120,Westmont,NAIA,mens,,
3537,Westmont,NAIA,womens,,
3121,William Carey,NAIA,mens,,
3538,William Carey,NAIA,womens,,
3122,William Jessup,NAIA,mens,,
3539,William Jessup,NAIA,womens,,
3123,William Penn,NAIA,mens,,
3540,William Penn,NAIA,womens,,
3124,William Woods,NAIA,mens,,
3541,William Woods,NAIA,womens,,
3125,Williams Baptist,NAIA,mens,,
3542,Williams Baptist,NAIA,womens,,
3126,York,NAIA,mens,,
3543,York,NAIA,womens,,
